group, algorithm, heuristic, domain, instance, cost, h0, generated, time, states for sec 
X, IDA*, gap, pancakes28, "7 10 8 1 9 2 24 5 12 25 20 6 26 14 17 4 19 0 18 13 22 27 3 11 16 23 21 15", 29, 29, 37834943, 8.02502, 4.71462e+06
X, IDA*, gap, pancakes28, "1 3 15 9 13 11 17 22 21 26 18 24 25 20 8 6 7 2 23 27 19 12 10 4 16 14 0 5", 26, 26, 5698879, 0.961203, 5.9289e+06
X, IDA*, gap, pancakes28, "24 7 10 15 22 9 13 19 1 4 0 27 14 23 11 6 20 12 5 25 2 18 8 16 3 17 21 26", 28, 28, 806769, 0.13594, 5.93474e+06
X, IDA*, gap, pancakes28, "21 24 23 20 19 25 0 16 22 6 5 14 4 13 7 1 8 17 11 15 3 18 26 27 12 9 10 2", 25, 25, 41597613, 7.4335, 5.59597e+06
X, IDA*, gap, pancakes28, "14 3 6 8 16 1 7 11 13 12 19 18 20 10 21 15 5 27 24 25 23 2 26 17 22 4 0 9", 26, 26, 36706682, 7.91164, 4.63958e+06
X, IDA*, gap, pancakes28, "23 7 26 22 2 6 3 21 0 27 12 16 13 17 24 5 10 9 1 14 4 15 8 11 25 19 20 18", 27, 27, 21899546, 5.16126, 4.24306e+06
X, IDA*, gap, pancakes28, "23 6 22 14 16 8 25 4 2 26 19 11 1 12 15 9 24 17 27 13 3 20 0 5 21 7 18 10", 28, 28, 4621289, 1.1907, 3.88115e+06
X, IDA*, gap, pancakes28, "25 16 5 15 4 2 7 27 18 10 0 21 23 14 22 17 26 13 24 19 20 3 11 12 9 6 8 1", 27, 27, 49178345, 10.0434, 4.89657e+06
X, IDA*, gap, pancakes28, "22 20 9 18 10 8 4 0 21 26 15 11 23 14 27 3 6 12 17 25 5 24 16 19 2 13 7 1", 28, 28, 5132667, 0.920457, 5.57622e+06
X, IDA*, gap, pancakes28, "6 23 5 27 15 14 17 24 18 4 26 21 16 7 10 8 11 25 20 12 13 3 22 1 19 0 9 2", 27, 27, 142827623, 31.8172, 4.489e+06
X, IDA*, gap, pancakes28, "5 10 20 27 8 26 12 22 11 18 16 9 15 2 25 24 3 4 21 19 13 0 23 7 1 14 6 17", 27, 27, 3804438, 0.991874, 3.83561e+06
X, IDA*, gap, pancakes28, "1 15 26 7 6 13 10 8 24 3 4 14 16 21 11 12 25 18 2 5 23 27 0 9 17 19 22 20", 26, 26, 1170169, 0.303772, 3.85213e+06
X, IDA*, gap, pancakes28, "13 27 23 2 14 9 0 12 4 15 22 5 1 8 6 11 21 7 20 24 3 25 16 26 17 18 19 10", 27, 27, 8051676, 2.11232, 3.81176e+06
X, IDA*, gap, pancakes28, "15 6 13 12 4 22 9 5 23 2 11 20 17 7 14 19 27 0 25 1 24 21 8 3 10 26 16 18", 28, 28, 31307764, 6.4389, 4.86229e+06
X, IDA*, gap, pancakes28, "3 26 16 10 5 19 14 9 15 8 6 20 24 13 7 2 0 21 25 27 22 12 18 4 17 23 11 1", 28, 28, 5467250, 1.06939, 5.11251e+06
X, IDA*, gap, pancakes28, "5 14 21 26 25 24 0 16 12 17 23 20 18 10 2 27 9 13 3 11 19 7 4 15 1 6 22 8", 26, 26, 2493276, 0.450232, 5.53776e+06
X, IDA*, gap, pancakes28, "15 23 16 8 5 19 20 2 13 27 18 4 11 12 26 21 1 0 9 6 25 17 3 22 10 24 7 14", 27, 27, 224672468, 43.4293, 5.1733e+06
X, IDA*, gap, pancakes28, "20 13 17 11 22 1 4 24 5 6 18 14 15 0 2 10 16 21 12 3 26 23 19 9 25 7 27 8", 26, 26, 1563895, 0.264604, 5.91032e+06
X, IDA*, gap, pancakes28, "11 1 19 18 10 21 17 22 4 15 26 14 7 3 25 20 24 0 5 12 2 27 13 6 23 16 9 8", 27, 27, 30743987, 5.18272, 5.93201e+06
X, IDA*, gap, pancakes28, "11 1 12 20 22 21 18 6 7 26 24 2 23 9 17 8 16 5 10 19 25 0 3 27 15 4 13 14", 26, 26, 13827037, 2.3371, 5.91633e+06
X, IDA*, gap, pancakes28, "12 4 2 17 6 27 0 18 19 10 23 24 21 8 3 5 14 26 22 25 9 1 7 11 15 13 16 20", 27, 27, 5254486, 0.887982, 5.91733e+06
X, IDA*, gap, pancakes28, "20 9 21 6 25 12 27 11 13 1 18 15 24 3 19 22 26 16 2 4 8 5 10 7 17 14 0 23", 29, 29, 10765498, 1.84638, 5.83061e+06
X, IDA*, gap, pancakes28, "3 1 13 26 9 18 5 27 7 14 15 6 23 12 17 2 8 4 24 11 0 25 10 22 19 20 16 21", 27, 27, 6268192, 1.07736, 5.81809e+06
X, IDA*, gap, pancakes28, "21 13 11 0 18 10 6 4 27 3 25 2 15 1 20 7 5 8 19 12 22 9 23 26 17 24 16 14", 28, 28, 1140347, 0.194638, 5.85881e+06
X, IDA*, gap, pancakes28, "9 10 0 2 6 15 18 4 12 24 20 19 27 14 11 5 8 3 7 25 17 21 26 1 23 13 22 16", 27, 27, 28872127, 5.03039, 5.73954e+06
X, IDA*, gap, pancakes28, "2 3 1 9 26 18 7 25 8 13 19 11 23 6 10 14 22 5 27 24 16 4 15 12 20 17 0 21", 28, 28, 7505330, 1.31298, 5.71624e+06
X, IDA*, gap, pancakes28, "3 17 13 26 10 24 1 9 5 12 15 22 19 27 18 8 4 6 7 16 11 25 14 21 23 0 20 2", 28, 28, 18681555, 3.17938, 5.87585e+06
X, IDA*, gap, pancakes28, "7 6 10 12 8 18 20 13 14 23 24 19 0 22 17 16 3 27 4 1 25 15 21 11 26 9 5 2", 25, 25, 10039448, 1.74096, 5.76661e+06
X, IDA*, gap, pancakes28, "18 21 16 24 4 6 7 11 9 0 26 10 25 1 15 17 3 14 20 19 27 22 2 12 13 23 5 8", 25, 25, 394972, 0.066942, 5.90021e+06
X, IDA*, gap, pancakes28, "1 15 13 14 26 22 17 8 5 24 6 10 4 19 0 11 25 7 3 2 23 20 18 9 21 12 27 16", 27, 27, 2154166, 0.3873, 5.56201e+06
X, IDA*, gap, pancakes28, "16 14 13 27 1 26 23 12 4 6 18 22 17 15 25 3 5 9 2 8 20 24 7 19 0 10 21 11", 28, 28, 7839689, 1.3526, 5.79601e+06
X, IDA*, gap, pancakes28, "15 18 23 27 10 25 21 12 5 26 24 9 19 20 11 17 8 4 6 0 1 7 22 2 13 3 16 14", 27, 27, 12424788, 2.15215, 5.77321e+06
X, IDA*, gap, pancakes28, "11 17 25 2 27 12 19 21 1 5 8 16 3 14 23 0 4 24 9 22 10 18 6 13 26 15 20 7", 29, 29, 11881233, 2.03488, 5.83878e+06
X, IDA*, gap, pancakes28, "18 5 9 7 10 4 26 2 11 3 1 0 8 14 13 27 20 6 24 21 19 16 17 22 23 15 12 25", 26, 26, 36062331, 6.1784, 5.83684e+06
X, IDA*, gap, pancakes28, "5 12 10 11 27 18 20 22 14 2 9 23 4 24 17 1 8 25 19 21 7 0 15 26 16 3 13 6", 27, 27, 5182207, 0.897219, 5.77586e+06
X, IDA*, gap, pancakes28, "22 17 13 6 24 11 25 18 14 5 3 8 26 10 7 16 2 19 12 23 0 21 15 9 1 20 27 4", 29, 29, 15431875, 2.62901, 5.86985e+06
X, IDA*, gap, pancakes28, "1 0 14 4 25 19 16 9 13 21 5 6 18 15 17 11 8 27 23 24 20 10 2 3 22 7 12 26", 25, 25, 12445094, 2.12453, 5.8578e+06
X, IDA*, gap, pancakes28, "0 6 1 10 5 13 11 14 19 16 27 2 21 22 24 8 12 23 7 3 20 4 26 9 17 18 25 15", 27, 27, 8748632, 1.49249, 5.86178e+06
X, IDA*, gap, pancakes28, "10 7 8 21 14 17 27 26 18 20 9 4 5 1 6 13 11 24 23 2 12 15 16 0 22 3 25 19", 25, 25, 57368102, 9.94171, 5.77045e+06
X, IDA*, gap, pancakes28, "26 18 7 25 13 10 1 20 16 19 3 15 14 9 11 2 5 17 23 8 22 6 0 4 24 21 12 27", 26, 26, 6316, 0.001063, 5.94167e+06
X, IDA*, gap, pancakes28, "22 20 26 7 21 0 10 3 27 15 13 17 2 16 14 25 9 4 19 5 24 11 18 23 1 12 6 8", 28, 28, 2208209, 0.375526, 5.88031e+06
X, IDA*, gap, pancakes28, "19 20 8 23 21 27 6 2 11 9 1 22 24 26 7 10 5 17 14 0 16 13 4 3 25 12 15 18", 27, 27, 49436469, 8.44915, 5.85106e+06
X, IDA*, gap, pancakes28, "10 5 25 9 6 21 4 24 27 19 11 1 22 2 0 23 18 12 3 14 8 13 15 20 26 7 16 17", 27, 27, 2282017, 0.387924, 5.88264e+06
X, IDA*, gap, pancakes28, "19 23 18 1 13 26 24 0 12 25 8 7 3 11 5 27 14 15 2 4 21 10 6 17 16 20 9 22", 25, 25, 1197621, 0.206853, 5.78972e+06
X, IDA*, gap, pancakes28, "2 1 26 27 3 5 11 12 21 24 16 22 7 13 9 15 18 19 6 25 4 8 14 10 20 0 17 23", 25, 25, 796991, 0.137062, 5.81482e+06
X, IDA*, gap, pancakes28, "7 12 16 3 21 6 10 15 8 24 5 20 22 25 4 23 26 1 13 11 0 27 17 14 2 19 18 9", 27, 27, 2884372, 0.49311, 5.84935e+06
X, IDA*, gap, pancakes28, "5 19 12 10 1 18 20 27 16 22 2 25 0 6 7 13 24 8 21 11 9 23 3 4 26 17 15 14", 26, 26, 2448009, 0.415506, 5.89163e+06
X, IDA*, gap, pancakes28, "11 24 12 27 6 25 26 2 4 10 20 21 7 17 13 16 19 1 5 9 22 0 8 18 3 14 23 15", 27, 27, 15962469, 2.73748, 5.83109e+06
X, IDA*, gap, pancakes28, "16 13 11 7 4 8 12 1 26 3 6 25 27 22 5 9 20 2 24 23 10 14 15 19 17 21 0 18", 27, 27, 4842458, 0.81826, 5.91799e+06
X, IDA*, gap, pancakes28, "27 18 2 1 17 15 7 24 16 8 11 26 10 3 12 25 4 22 21 14 5 0 13 6 19 23 20 9", 27, 27, 73538783, 12.6695, 5.80438e+06
X, IDA*, gap, pancakes28, "19 23 6 27 3 9 26 10 25 13 15 2 14 24 21 0 17 4 5 22 1 7 12 20 16 18 8 11", 28, 28, 11149412, 1.88846, 5.90398e+06
X, IDA*, gap, pancakes28, "27 1 26 7 19 15 9 21 11 13 20 5 23 3 4 14 6 16 8 24 12 18 25 0 10 17 22 2", 27, 27, 4374878, 0.747274, 5.85445e+06
X, IDA*, gap, pancakes28, "27 9 20 2 5 0 21 1 6 25 24 12 18 3 8 7 10 26 13 16 4 11 23 14 22 19 17 15", 27, 27, 8376442, 1.42021, 5.89802e+06
X, IDA*, gap, pancakes28, "10 2 24 21 20 23 1 19 12 22 9 6 13 25 17 0 4 27 7 5 15 8 14 26 16 11 18 3", 28, 28, 6167534, 1.03915, 5.93515e+06
X, IDA*, gap, pancakes28, "6 8 15 2 13 1 27 4 18 21 14 25 16 24 12 23 10 22 26 11 7 19 17 0 9 20 3 5", 28, 28, 2378355, 0.4108, 5.78957e+06
X, IDA*, gap, pancakes28, "5 1 8 10 17 15 27 23 13 18 9 3 21 6 19 25 16 20 24 4 0 12 11 7 26 2 14 22", 28, 28, 36919265, 6.28651, 5.87278e+06
X, IDA*, gap, pancakes28, "18 0 6 12 20 3 27 26 8 10 15 11 14 21 25 1 5 17 9 4 16 7 24 23 19 22 2 13", 27, 27, 8386062, 1.4319, 5.85659e+06
X, IDA*, gap, pancakes28, "2 6 4 0 17 1 13 26 7 24 8 10 16 23 19 20 27 9 22 3 14 12 5 21 15 25 11 18", 27, 27, 2358533, 0.397922, 5.92712e+06
